Subject,Datafile,Label
Subject02,Subject02/Subject02_Aufnahme066.csv,stand-to-sit
Subject02,Subject02/Subject02_Aufnahme067.csv,run
Subject02,Subject02/Subject02_Aufnahme068.csv,curve-right-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme069.csv,run
Subject02,Subject02/Subject02_Aufnahme070.csv,lateral-shuffle-right
Subject02,Subject02/Subject02_Aufnahme071.csv,v-cut-left-Lfirst
Subject02,Subject02/Subject02_Aufnahme072.csv,v-cut-left-Lfirst
Subject02,Subject02/Subject02_Aufnahme073.csv,stand
Subject02,Subject02/Subject02_Aufnahme074.csv,run
Subject02,Subject02/Subject02_Aufnahme075.csv,stand
Subject02,Subject02/Subject02_Aufnahme076.csv,jump-two-leg
Subject02,Subject02/Subject02_Aufnahme077.csv,jump-two-leg
Subject02,Subject02/Subject02_Aufnahme078.csv,curve-right-step
Subject02,Subject02/Subject02_Aufnahme079.csv,v-cut-left-Rfirst
Subject02,Subject02/Subject02_Aufnahme080.csv,v-cut-left-Lfirst
Subject02,Subject02/Subject02_Aufnahme081.csv,walk
Subject02,Subject02/Subject02_Aufnahme082.csv,jump-one-leg
Subject02,Subject02/Subject02_Aufnahme083.csv,curve-left-step
Subject02,Subject02/Subject02_Aufnahme084.csv,curve-left-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme085.csv,stair-down
Subject02,Subject02/Subject02_Aufnahme086.csv,stair-down
Subject02,Subject02/Subject02_Aufnahme087.csv,curve-right-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme088.csv,stair-down
Subject02,Subject02/Subject02_Aufnahme089.csv,lateral-shuffle-left
Subject02,Subject02/Subject02_Aufnahme090.csv,curve-left-step
Subject02,Subject02/Subject02_Aufnahme091.csv,curve-left-step
Subject02,Subject02/Subject02_Aufnahme092.csv,jump-one-leg
Subject02,Subject02/Subject02_Aufnahme093.csv,jump-one-leg
Subject02,Subject02/Subject02_Aufnahme094.csv,walk
Subject02,Subject02/Subject02_Aufnahme095.csv,v-cut-right-Rfirst
Subject02,Subject02/Subject02_Aufnahme096.csv,jump-one-leg
Subject02,Subject02/Subject02_Aufnahme097.csv,v-cut-right-Lfirst
Subject02,Subject02/Subject02_Aufnahme098.csv,curve-right-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme099.csv,curve-right-step
Subject02,Subject02/Subject02_Aufnahme100.csv,v-cut-right-Lfirst
Subject02,Subject02/Subject02_Aufnahme101.csv,sit
Subject02,Subject02/Subject02_Aufnahme102.csv,jump-two-leg
Subject02,Subject02/Subject02_Aufnahme103.csv,lateral-shuffle-left
Subject02,Subject02/Subject02_Aufnahme104.csv,curve-left-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme105.csv,curve-left-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme106.csv,lateral-shuffle-right
Subject02,Subject02/Subject02_Aufnahme107.csv,walk
Subject02,Subject02/Subject02_Aufnahme108.csv,v-cut-left-Lfirst
Subject02,Subject02/Subject02_Aufnahme109.csv,walk
Subject02,Subject02/Subject02_Aufnahme110.csv,curve-left-step
Subject02,Subject02/Subject02_Aufnahme111.csv,curve-right-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme112.csv,sit-to-stand
Subject02,Subject02/Subject02_Aufnahme113.csv,jump-one-leg
Subject02,Subject02/Subject02_Aufnahme114.csv,jump-two-leg
Subject02,Subject02/Subject02_Aufnahme115.csv,curve-left-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme116.csv,stand-to-sit
Subject02,Subject02/Subject02_Aufnahme117.csv,curve-left-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme118.csv,v-cut-left-Lfirst
Subject02,Subject02/Subject02_Aufnahme119.csv,sit-to-stand
Subject02,Subject02/Subject02_Aufnahme120.csv,stand-to-sit
Subject02,Subject02/Subject02_Aufnahme121.csv,curve-right-step
Subject02,Subject02/Subject02_Aufnahme122.csv,stair-up
Subject02,Subject02/Subject02_Aufnahme123.csv,curve-right-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme124.csv,stair-down
Subject02,Subject02/Subject02_Aufnahme125.csv,v-cut-right-Rfirst
Subject02,Subject02/Subject02_Aufnahme126.csv,stair-down
Subject02,Subject02/Subject02_Aufnahme127.csv,curve-right-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme128.csv,v-cut-left-Rfirst
Subject02,Subject02/Subject02_Aufnahme129.csv,stand-to-sit
Subject02,Subject02/Subject02_Aufnahme130.csv,v-cut-left-Rfirst
Subject02,Subject02/Subject02_Aufnahme131.csv,stand-to-sit
Subject02,Subject02/Subject02_Aufnahme132.csv,stand
Subject02,Subject02/Subject02_Aufnahme133.csv,stair-up
Subject02,Subject02/Subject02_Aufnahme134.csv,sit
Subject02,Subject02/Subject02_Aufnahme135.csv,lateral-shuffle-right
Subject02,Subject02/Subject02_Aufnahme136.csv,stand
Subject02,Subject02/Subject02_Aufnahme137.csv,jump-two-leg
Subject02,Subject02/Subject02_Aufnahme138.csv,lateral-shuffle-right
Subject02,Subject02/Subject02_Aufnahme139.csv,lateral-shuffle-left
Subject02,Subject02/Subject02_Aufnahme140.csv,v-cut-left-Rfirst
Subject02,Subject02/Subject02_Aufnahme141.csv,run
Subject02,Subject02/Subject02_Aufnahme142.csv,jump-one-leg
Subject02,Subject02/Subject02_Aufnahme143.csv,curve-right-step
Subject02,Subject02/Subject02_Aufnahme144.csv,lateral-shuffle-right
Subject02,Subject02/Subject02_Aufnahme145.csv,sit-to-stand
Subject02,Subject02/Subject02_Aufnahme146.csv,stair-down
Subject02,Subject02/Subject02_Aufnahme147.csv,curve-left-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme148.csv,run
Subject02,Subject02/Subject02_Aufnahme149.csv,lateral-shuffle-right
Subject02,Subject02/Subject02_Aufnahme150.csv,v-cut-left-Rfirst
Subject02,Subject02/Subject02_Aufnahme151.csv,curve-left-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme152.csv,lateral-shuffle-left
Subject02,Subject02/Subject02_Aufnahme153.csv,stair-down
Subject02,Subject02/Subject02_Aufnahme154.csv,lateral-shuffle-left
Subject02,Subject02/Subject02_Aufnahme155.csv,lateral-shuffle-right
Subject02,Subject02/Subject02_Aufnahme156.csv,v-cut-left-Lfirst
Subject02,Subject02/Subject02_Aufnahme157.csv,curve-left-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme158.csv,stair-up
Subject02,Subject02/Subject02_Aufnahme159.csv,v-cut-right-Lfirst
Subject02,Subject02/Subject02_Aufnahme160.csv,curve-right-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme161.csv,v-cut-right-Rfirst
Subject02,Subject02/Subject02_Aufnahme162.csv,lateral-shuffle-left
Subject02,Subject02/Subject02_Aufnahme163.csv,run
Subject02,Subject02/Subject02_Aufnahme164.csv,stair-up
Subject02,Subject02/Subject02_Aufnahme165.csv,jump-two-leg
Subject02,Subject02/Subject02_Aufnahme166.csv,stair-down
Subject02,Subject02/Subject02_Aufnahme167.csv,jump-one-leg
Subject02,Subject02/Subject02_Aufnahme168.csv,curve-right-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme169.csv,lateral-shuffle-right
Subject02,Subject02/Subject02_Aufnahme170.csv,curve-right-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme171.csv,lateral-shuffle-right
Subject02,Subject02/Subject02_Aufnahme172.csv,curve-left-step
Subject02,Subject02/Subject02_Aufnahme173.csv,walk
Subject02,Subject02/Subject02_Aufnahme174.csv,sit
Subject02,Subject02/Subject02_Aufnahme175.csv,jump-one-leg
Subject02,Subject02/Subject02_Aufnahme176.csv,jump-one-leg
Subject02,Subject02/Subject02_Aufnahme177.csv,v-cut-right-Rfirst
Subject02,Subject02/Subject02_Aufnahme178.csv,lateral-shuffle-right
Subject02,Subject02/Subject02_Aufnahme179.csv,stair-up
Subject02,Subject02/Subject02_Aufnahme180.csv,walk
Subject02,Subject02/Subject02_Aufnahme181.csv,stand-to-sit
Subject02,Subject02/Subject02_Aufnahme182.csv,curve-right-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme183.csv,v-cut-right-Rfirst
Subject02,Subject02/Subject02_Aufnahme184.csv,run
Subject02,Subject02/Subject02_Aufnahme185.csv,stair-up
Subject02,Subject02/Subject02_Aufnahme186.csv,stair-up
Subject02,Subject02/Subject02_Aufnahme187.csv,stand
Subject02,Subject02/Subject02_Aufnahme188.csv,sit
Subject02,Subject02/Subject02_Aufnahme189.csv,v-cut-right-Rfirst
Subject02,Subject02/Subject02_Aufnahme190.csv,stair-up
Subject02,Subject02/Subject02_Aufnahme191.csv,jump-one-leg
Subject02,Subject02/Subject02_Aufnahme192.csv,v-cut-right-Rfirst
Subject02,Subject02/Subject02_Aufnahme193.csv,v-cut-left-Rfirst
Subject02,Subject02/Subject02_Aufnahme194.csv,jump-one-leg
Subject02,Subject02/Subject02_Aufnahme195.csv,curve-left-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme196.csv,curve-left-step
Subject02,Subject02/Subject02_Aufnahme197.csv,v-cut-right-Lfirst
Subject02,Subject02/Subject02_Aufnahme198.csv,stand-to-sit
Subject02,Subject02/Subject02_Aufnahme199.csv,curve-right-step
Subject02,Subject02/Subject02_Aufnahme200.csv,lateral-shuffle-left
Subject02,Subject02/Subject02_Aufnahme201.csv,v-cut-left-Rfirst
Subject02,Subject02/Subject02_Aufnahme202.csv,lateral-shuffle-right
Subject02,Subject02/Subject02_Aufnahme203.csv,sit-to-stand
Subject02,Subject02/Subject02_Aufnahme204.csv,v-cut-right-Rfirst
Subject02,Subject02/Subject02_Aufnahme205.csv,v-cut-right-Lfirst
Subject02,Subject02/Subject02_Aufnahme206.csv,lateral-shuffle-left
Subject02,Subject02/Subject02_Aufnahme207.csv,jump-two-leg
Subject02,Subject02/Subject02_Aufnahme208.csv,run
Subject02,Subject02/Subject02_Aufnahme209.csv,sit
Subject02,Subject02/Subject02_Aufnahme210.csv,jump-two-leg
Subject02,Subject02/Subject02_Aufnahme211.csv,lateral-shuffle-right
Subject02,Subject02/Subject02_Aufnahme212.csv,lateral-shuffle-left
Subject02,Subject02/Subject02_Aufnahme213.csv,v-cut-right-Lfirst
Subject02,Subject02/Subject02_Aufnahme214.csv,sit-to-stand
Subject02,Subject02/Subject02_Aufnahme215.csv,stand
Subject02,Subject02/Subject02_Aufnahme216.csv,curve-left-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme217.csv,v-cut-left-Lfirst
Subject02,Subject02/Subject02_Aufnahme218.csv,stand
Subject02,Subject02/Subject02_Aufnahme219.csv,lateral-shuffle-right
Subject02,Subject02/Subject02_Aufnahme220.csv,curve-left-step
Subject02,Subject02/Subject02_Aufnahme221.csv,v-cut-left-Lfirst
Subject02,Subject02/Subject02_Aufnahme222.csv,stand-to-sit
Subject02,Subject02/Subject02_Aufnahme223.csv,v-cut-right-Rfirst
Subject02,Subject02/Subject02_Aufnahme224.csv,sit
Subject02,Subject02/Subject02_Aufnahme225.csv,curve-left-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme226.csv,curve-right-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme227.csv,stand
Subject02,Subject02/Subject02_Aufnahme228.csv,curve-right-step
Subject02,Subject02/Subject02_Aufnahme229.csv,stand-to-sit
Subject02,Subject02/Subject02_Aufnahme230.csv,curve-right-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme231.csv,walk
Subject02,Subject02/Subject02_Aufnahme232.csv,stand
Subject02,Subject02/Subject02_Aufnahme233.csv,curve-right-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme234.csv,v-cut-right-Lfirst
Subject02,Subject02/Subject02_Aufnahme235.csv,curve-right-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme236.csv,curve-left-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme237.csv,jump-two-leg
Subject02,Subject02/Subject02_Aufnahme238.csv,curve-left-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme239.csv,jump-two-leg
Subject02,Subject02/Subject02_Aufnahme240.csv,v-cut-left-Rfirst
Subject02,Subject02/Subject02_Aufnahme241.csv,sit-to-stand
Subject02,Subject02/Subject02_Aufnahme242.csv,curve-right-step
Subject02,Subject02/Subject02_Aufnahme243.csv,curve-right-step
Subject02,Subject02/Subject02_Aufnahme244.csv,v-cut-left-Lfirst
Subject02,Subject02/Subject02_Aufnahme245.csv,stand
Subject02,Subject02/Subject02_Aufnahme246.csv,v-cut-right-Lfirst
Subject02,Subject02/Subject02_Aufnahme247.csv,stand-to-sit
Subject02,Subject02/Subject02_Aufnahme248.csv,curve-left-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme249.csv,v-cut-right-Lfirst
Subject02,Subject02/Subject02_Aufnahme250.csv,curve-left-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme251.csv,v-cut-right-Lfirst
Subject02,Subject02/Subject02_Aufnahme252.csv,run
Subject02,Subject02/Subject02_Aufnahme253.csv,v-cut-left-Rfirst
Subject02,Subject02/Subject02_Aufnahme254.csv,sit
Subject02,Subject02/Subject02_Aufnahme255.csv,curve-right-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme256.csv,curve-left-step
Subject02,Subject02/Subject02_Aufnahme257.csv,v-cut-right-Rfirst
Subject02,Subject02/Subject02_Aufnahme258.csv,stand
Subject02,Subject02/Subject02_Aufnahme259.csv,curve-right-step
Subject02,Subject02/Subject02_Aufnahme260.csv,stand-to-sit
Subject02,Subject02/Subject02_Aufnahme261.csv,curve-left-step
Subject02,Subject02/Subject02_Aufnahme262.csv,run
Subject02,Subject02/Subject02_Aufnahme263.csv,jump-two-leg
Subject02,Subject02/Subject02_Aufnahme264.csv,curve-left-step
Subject02,Subject02/Subject02_Aufnahme265.csv,curve-right-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme266.csv,v-cut-left-Lfirst
Subject02,Subject02/Subject02_Aufnahme267.csv,v-cut-right-Rfirst
Subject02,Subject02/Subject02_Aufnahme268.csv,walk
Subject02,Subject02/Subject02_Aufnahme269.csv,curve-right-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme270.csv,stair-up
Subject02,Subject02/Subject02_Aufnahme271.csv,sit-to-stand
Subject02,Subject02/Subject02_Aufnahme272.csv,curve-right-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme273.csv,curve-left-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme274.csv,run
Subject02,Subject02/Subject02_Aufnahme275.csv,stair-down
Subject02,Subject02/Subject02_Aufnahme276.csv,stair-up
Subject02,Subject02/Subject02_Aufnahme277.csv,curve-right-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme278.csv,run
Subject02,Subject02/Subject02_Aufnahme279.csv,stand
Subject02,Subject02/Subject02_Aufnahme280.csv,lateral-shuffle-left
Subject02,Subject02/Subject02_Aufnahme281.csv,stair-down
Subject02,Subject02/Subject02_Aufnahme282.csv,curve-left-step
Subject02,Subject02/Subject02_Aufnahme283.csv,stand-to-sit
Subject02,Subject02/Subject02_Aufnahme284.csv,stair-up
Subject02,Subject02/Subject02_Aufnahme285.csv,lateral-shuffle-right
Subject02,Subject02/Subject02_Aufnahme286.csv,curve-right-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme287.csv,v-cut-right-Lfirst
Subject02,Subject02/Subject02_Aufnahme288.csv,curve-right-step
Subject02,Subject02/Subject02_Aufnahme289.csv,sit
Subject02,Subject02/Subject02_Aufnahme290.csv,stand
Subject02,Subject02/Subject02_Aufnahme291.csv,curve-left-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme292.csv,curve-left-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme293.csv,lateral-shuffle-left
Subject02,Subject02/Subject02_Aufnahme294.csv,v-cut-right-Lfirst
Subject02,Subject02/Subject02_Aufnahme295.csv,jump-two-leg
Subject02,Subject02/Subject02_Aufnahme296.csv,run
Subject02,Subject02/Subject02_Aufnahme297.csv,stair-down
Subject02,Subject02/Subject02_Aufnahme298.csv,stair-down
Subject02,Subject02/Subject02_Aufnahme299.csv,curve-left-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme300.csv,curve-right-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme301.csv,v-cut-left-Rfirst
Subject02,Subject02/Subject02_Aufnahme302.csv,stand
Subject02,Subject02/Subject02_Aufnahme303.csv,lateral-shuffle-right
Subject02,Subject02/Subject02_Aufnahme304.csv,stair-up
Subject02,Subject02/Subject02_Aufnahme305.csv,jump-two-leg
Subject02,Subject02/Subject02_Aufnahme306.csv,curve-left-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme307.csv,walk
Subject02,Subject02/Subject02_Aufnahme308.csv,curve-right-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme309.csv,curve-left-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme310.csv,curve-left-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme311.csv,curve-left-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme312.csv,lateral-shuffle-right
Subject02,Subject02/Subject02_Aufnahme313.csv,curve-left-step
Subject02,Subject02/Subject02_Aufnahme314.csv,v-cut-left-Lfirst
Subject02,Subject02/Subject02_Aufnahme315.csv,sit-to-stand
Subject02,Subject02/Subject02_Aufnahme316.csv,v-cut-right-Lfirst
Subject02,Subject02/Subject02_Aufnahme317.csv,stair-up
Subject02,Subject02/Subject02_Aufnahme318.csv,curve-right-step
Subject02,Subject02/Subject02_Aufnahme319.csv,v-cut-left-Lfirst
Subject02,Subject02/Subject02_Aufnahme320.csv,sit
Subject02,Subject02/Subject02_Aufnahme321.csv,stand-to-sit
Subject02,Subject02/Subject02_Aufnahme322.csv,stand-to-sit
Subject02,Subject02/Subject02_Aufnahme323.csv,jump-two-leg
Subject02,Subject02/Subject02_Aufnahme324.csv,v-cut-left-Lfirst
Subject02,Subject02/Subject02_Aufnahme325.csv,v-cut-right-Rfirst
Subject02,Subject02/Subject02_Aufnahme326.csv,curve-right-step
Subject02,Subject02/Subject02_Aufnahme327.csv,curve-right-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme328.csv,curve-left-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme329.csv,lateral-shuffle-right
Subject02,Subject02/Subject02_Aufnahme330.csv,stand-to-sit
Subject02,Subject02/Subject02_Aufnahme331.csv,stair-down
Subject02,Subject02/Subject02_Aufnahme332.csv,stair-up
Subject02,Subject02/Subject02_Aufnahme333.csv,v-cut-left-Rfirst
Subject02,Subject02/Subject02_Aufnahme334.csv,curve-right-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme335.csv,stand-to-sit
Subject02,Subject02/Subject02_Aufnahme336.csv,v-cut-left-Rfirst
Subject02,Subject02/Subject02_Aufnahme337.csv,lateral-shuffle-left
Subject02,Subject02/Subject02_Aufnahme338.csv,stair-up
Subject02,Subject02/Subject02_Aufnahme339.csv,curve-left-step
Subject02,Subject02/Subject02_Aufnahme340.csv,sit
Subject02,Subject02/Subject02_Aufnahme341.csv,stair-down
Subject02,Subject02/Subject02_Aufnahme342.csv,v-cut-left-Rfirst
Subject02,Subject02/Subject02_Aufnahme343.csv,stair-up
Subject02,Subject02/Subject02_Aufnahme344.csv,curve-left-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme345.csv,sit
Subject02,Subject02/Subject02_Aufnahme346.csv,v-cut-right-Lfirst
Subject02,Subject02/Subject02_Aufnahme347.csv,jump-one-leg
Subject02,Subject02/Subject02_Aufnahme348.csv,curve-left-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme349.csv,sit
Subject02,Subject02/Subject02_Aufnahme350.csv,stand-to-sit
Subject02,Subject02/Subject02_Aufnahme351.csv,v-cut-left-Lfirst
Subject02,Subject02/Subject02_Aufnahme352.csv,jump-one-leg
Subject02,Subject02/Subject02_Aufnahme353.csv,jump-one-leg
Subject02,Subject02/Subject02_Aufnahme354.csv,stand-to-sit
Subject02,Subject02/Subject02_Aufnahme355.csv,lateral-shuffle-left
Subject02,Subject02/Subject02_Aufnahme356.csv,lateral-shuffle-left
Subject02,Subject02/Subject02_Aufnahme357.csv,lateral-shuffle-left
Subject02,Subject02/Subject02_Aufnahme358.csv,curve-right-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme359.csv,curve-left-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme360.csv,v-cut-right-Rfirst
Subject02,Subject02/Subject02_Aufnahme361.csv,stair-up
Subject02,Subject02/Subject02_Aufnahme362.csv,curve-left-step
Subject02,Subject02/Subject02_Aufnahme363.csv,v-cut-left-Lfirst
Subject02,Subject02/Subject02_Aufnahme364.csv,curve-right-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme365.csv,v-cut-right-Rfirst
Subject02,Subject02/Subject02_Aufnahme366.csv,run
Subject02,Subject02/Subject02_Aufnahme367.csv,v-cut-right-Lfirst
Subject02,Subject02/Subject02_Aufnahme368.csv,sit-to-stand
Subject02,Subject02/Subject02_Aufnahme369.csv,stand-to-sit
Subject02,Subject02/Subject02_Aufnahme370.csv,jump-two-leg
Subject02,Subject02/Subject02_Aufnahme371.csv,v-cut-left-Lfirst
Subject02,Subject02/Subject02_Aufnahme372.csv,jump-one-leg
Subject02,Subject02/Subject02_Aufnahme373.csv,curve-right-step
Subject02,Subject02/Subject02_Aufnahme374.csv,lateral-shuffle-right
Subject02,Subject02/Subject02_Aufnahme375.csv,v-cut-left-Rfirst
Subject02,Subject02/Subject02_Aufnahme376.csv,walk
Subject02,Subject02/Subject02_Aufnahme377.csv,v-cut-right-Lfirst
Subject02,Subject02/Subject02_Aufnahme378.csv,curve-right-step
Subject02,Subject02/Subject02_Aufnahme379.csv,curve-right-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme380.csv,v-cut-left-Rfirst
Subject02,Subject02/Subject02_Aufnahme381.csv,run
Subject02,Subject02/Subject02_Aufnahme382.csv,jump-one-leg
Subject02,Subject02/Subject02_Aufnahme383.csv,curve-left-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme384.csv,lateral-shuffle-left
Subject02,Subject02/Subject02_Aufnahme385.csv,curve-right-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme386.csv,v-cut-right-Rfirst
Subject02,Subject02/Subject02_Aufnahme387.csv,sit-to-stand
Subject02,Subject02/Subject02_Aufnahme388.csv,v-cut-right-Lfirst
Subject02,Subject02/Subject02_Aufnahme389.csv,sit
Subject02,Subject02/Subject02_Aufnahme390.csv,curve-right-spin-Rfirst
Subject02,Subject02/Subject02_Aufnahme391.csv,curve-left-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme392.csv,walk
Subject02,Subject02/Subject02_Aufnahme393.csv,curve-left-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme394.csv,sit-to-stand
Subject02,Subject02/Subject02_Aufnahme395.csv,curve-left-step
Subject02,Subject02/Subject02_Aufnahme396.csv,curve-right-spin-Lfirst
Subject02,Subject02/Subject02_Aufnahme397.csv,stair-down
